id,formattedAddress,addressLine1,addressLine2,city,state,stateFips,zipCode,county,countyFips,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,meta_source_county,meta_source_city,history.2025-05-17.event,history.2025-05-17.price,history.2025-05-17.listingType,history.2025-05-17.listedDate,history.2025-05-17.removedDate,history.2025-05-17.daysOnMarket,history.2026-06-02.event,history.2026-06-02.price,history.2026-06-02.listingType,history.2026-06-02.listedDate,history.2026-06-02.removedDate,history.2026-06-02.daysOnMarket,history.2026-08-03.event,history.2026-08-03.price,history.2026-08-03.listingType,history.2026-08-03.listedDate,history.2026-08-03.removedDate,history.2026-08-03.daysOnMarket,history.2026-07-21.event,history.2026-07-21.price,history.2026-07-21.listingType,history.2026-07-21.listedDate,history.2026-07-21.removedDate,history.2026-07-21.daysOnMarket,lotSize,yearBuilt,hoa.fee,history.2025-06-01.event,history.2025-06-01.price,history.2025-06-01.listingType,history.2025-06-01.listedDate,history.2025-06-01.removedDate,history.2025-06-01.daysOnMarket,history.2025-07-25.event,history.2025-07-25.price,history.2025-07-25.listingType,history.2025-07-25.listedDate,history.2025-07-25.removedDate,history.2025-07-25.daysOnMarket,history.2026-07-16.event,history.2026-07-16.price,history.2026-07-16.listingType,history.2026-07-16.listedDate,history.2026-07-16.removedDate,history.2026-07-16.daysOnMarket,history.2026-03-14.event,history.2026-03-14.price,history.2026-03-14.listingType,history.2026-03-14.listedDate,history.2026-03-14.removedDate,history.2026-03-14.daysOnMarket,history.2026-04-22.event,history.2026-04-22.price,history.2026-04-22.listingType,history.2026-04-22.listedDate,history.2026-04-22.removedDate,history.2026-04-22.daysOnMarket,history.2026-03-16.event,history.2026-03-16.price,history.2026-03-16.listingType,history.2026-03-16.listedDate,history.2026-03-16.removedDate,history.2026-03-16.daysOnMarket,history.2026-07-26.event,history.2026-07-26.price,history.2026-07-26.listingType,history.2026-07-26.listedDate,history.2026-07-26.removedDate,history.2026-07-26.daysOnMarket,history.2026-06-18.event,history.2026-06-18.price,history.2026-06-18.listingType,history.2026-06-18.listedDate,history.2026-06-18.removedDate,history.2026-06-18.daysOnMarket,history.2025-06-03.event,history.2025-06-03.price,history.2025-06-03.listingType,history.2025-06-03.listedDate,history.2025-06-03.removedDate,history.2025-06-03.daysOnMarket,history.2026-05-13.event,history.2026-05-13.price,history.2026-05-13.listingType,history.2026-05-13.listedDate,history.2026-05-13.removedDate,history.2026-05-13.daysOnMarket,history.2026-06-03.event,history.2026-06-03.price,history.2026-06-03.listingType,history.2026-06-03.listedDate,history.2026-06-03.removedDate,history.2026-06-03.daysOnMarket,history.2025-07-12.event,history.2025-07-12.price,history.2025-07-12.listingType,history.2025-07-12.listedDate,history.2025-07-12.removedDate,history.2025-07-12.daysOnMarket,history.2025-09-04.event,history.2025-09-04.price,history.2025-09-04.listingType,history.2025-09-04.listedDate,history.2025-09-04.removedDate,history.2025-09-04.daysOnMarket,history.2025-10-04.event,history.2025-10-04.price,history.2025-10-04.listingType,history.2025-10-04.listedDate,history.2025-10-04.removedDate,history.2025-10-04.daysOnMarket,history.2025-11-05.event,history.2025-11-05.price,history.2025-11-05.listingType,history.2025-11-05.listedDate,history.2025-11-05.removedDate,history.2025-11-05.daysOnMarket,history.2025-11-10.event,history.2025-11-10.price,history.2025-11-10.listingType,history.2025-11-10.listedDate,history.2025-11-10.removedDate,history.2025-11-10.daysOnMarket,history.2025-12-02.event,history.2025-12-02.price,history.2025-12-02.listingType,history.2025-12-02.listedDate,history.2025-12-02.removedDate,history.2025-12-02.daysOnMarket,history.2025-12-21.event,history.2025-12-21.price,history.2025-12-21.listingType,history.2025-12-21.listedDate,history.2025-12-21.removedDate,history.2025-12-21.daysOnMarket,history.2026-02-08.event,history.2026-02-08.price,history.2026-02-08.listingType,history.2026-02-08.listedDate,history.2026-02-08.removedDate,history.2026-02-08.daysOnMarket,history.2026-02-21.event,history.2026-02-21.price,history.2026-02-21.listingType,history.2026-02-21.listedDate,history.2026-02-21.removedDate,history.2026-02-21.daysOnMarket,history.2026-07-02.event,history.2026-07-02.price,history.2026-07-02.listingType,history.2026-07-02.listedDate,history.2026-07-02.removedDate,history.2026-07-02.daysOnMarket,history.2026-02-12.event,history.2026-02-12.price,history.2026-02-12.listingType,history.2026-02-12.listedDate,history.2026-02-12.removedDate,history.2026-02-12.daysOnMarket,history.2025-09-03.event,history.2025-09-03.price,history.2025-09-03.listingType,history.2025-09-03.listedDate,history.2025-09-03.removedDate,history.2025-09-03.daysOnMarket,history.2026-01-04.event,history.2026-01-04.price,history.2026-01-04.listingType,history.2026-01-04.listedDate,history.2026-01-04.removedDate,history.2026-01-04.daysOnMarket,history.2026-01-12.event,history.2026-01-12.price,history.2026-01-12.listingType,history.2026-01-12.listedDate,history.2026-01-12.removedDate,history.2026-01-12.daysOnMarket,history.2026-04-10.event,history.2026-04-10.price,history.2026-04-10.listingType,history.2026-04-10.listedDate,history.2026-04-10.removedDate,history.2026-04-10.daysOnMarket,history.2026-04-12.event,history.2026-04-12.price,history.2026-04-12.listingType,history.2026-04-12.listedDate,history.2026-04-12.removedDate,history.2026-04-12.daysOnMarket,history.2026-04-20.event,history.2026-04-20.price,history.2026-04-20.listingType,history.2026-04-20.listedDate,history.2026-04-20.removedDate,history.2026-04-20.daysOnMarket,history.2026-05-18.event,history.2026-05-18.price,history.2026-05-18.listingType,history.2026-05-18.listedDate,history.2026-05-18.removedDate,history.2026-05-18.daysOnMarket,history.2026-06-16.event,history.2026-06-16.price,history.2026-06-16.listingType,history.2026-06-16.listedDate,history.2026-06-16.removedDate,history.2026-06-16.daysOnMarket,history.2026-05-17.event,history.2026-05-17.price,history.2026-05-17.listingType,history.2026-05-17.listedDate,history.2026-05-17.removedDate,history.2026-05-17.daysOnMarket,history.2025-01-17.event,history.2025-01-17.price,history.2025-01-17.listingType,history.2025-01-17.listedDate,history.2025-01-17.removedDate,history.2025-01-17.daysOnMarket,history.2025-06-26.event,history.2025-06-26.price,history.2025-06-26.listingType,history.2025-06-26.listedDate,history.2025-06-26.removedDate,history.2025-06-26.daysOnMarket,history.2026-01-28.event,history.2026-01-28.price,history.2026-01-28.listingType,history.2026-01-28.listedDate,history.2026-01-28.removedDate,history.2026-01-28.daysOnMarket,history.2026-03-02.event,history.2026-03-02.price,history.2026-03-02.listingType,history.2026-03-02.listedDate,history.2026-03-02.removedDate,history.2026-03-02.daysOnMarket,history.2026-04-02.event,history.2026-04-02.price,history.2026-04-02.listingType,history.2026-04-02.listedDate,history.2026-04-02.removedDate,history.2026-04-02.daysOnMarket,history.2026-04-24.event,history.2026-04-24.price,history.2026-04-24.listingType,history.2026-04-24.listedDate,history.2026-04-24.removedDate,history.2026-04-24.daysOnMarket,history.2026-06-13.event,history.2026-06-13.price,history.2026-06-13.listingType,history.2026-06-13.listedDate,history.2026-06-13.removedDate,history.2026-06-13.daysOnMarket,history.2026-06-30.event,history.2026-06-30.price,history.2026-06-30.listingType,history.2026-06-30.listedDate,history.2026-06-30.removedDate,history.2026-06-30.daysOnMarket,history.2024-10-28.event,history.2024-10-28.price,history.2024-10-28.listingType,history.2024-10-28.listedDate,history.2024-10-28.removedDate,history.2024-10-28.daysOnMarket,history.2024-11-22.event,history.2024-11-22.price,history.2024-11-22.listingType,history.2024-11-22.listedDate,history.2024-11-22.removedDate,history.2024-11-22.daysOnMarket,history.2025-01-29.event,history.2025-01-29.price,history.2025-01-29.listingType,history.2025-01-29.listedDate,history.2025-01-29.removedDate,history.2025-01-29.daysOnMarket,history.2025-03-06.event,history.2025-03-06.price,history.2025-03-06.listingType,history.2025-03-06.listedDate,history.2025-03-06.removedDate,history.2025-03-06.daysOnMarket,history.2025-07-23.event,history.2025-07-23.price,history.2025-07-23.listingType,history.2025-07-23.listedDate,history.2025-07-23.removedDate,history.2025-07-23.daysOnMarket,history.2025-08-18.event,history.2025-08-18.price,history.2025-08-18.listingType,history.2025-08-18.listedDate,history.2025-08-18.removedDate,history.2025-08-18.daysOnMarket,history.2025-11-09.event,history.2025-11-09.price,history.2025-11-09.listingType,history.2025-11-09.listedDate,history.2025-11-09.removedDate,history.2025-11-09.daysOnMarket,history.2025-12-03.event,history.2025-12-03.price,history.2025-12-03.listingType,history.2025-12-03.listedDate,history.2025-12-03.removedDate,history.2025-12-03.daysOnMarket,history.2025-04-17.event,history.2025-04-17.price,history.2025-04-17.listingType,history.2025-04-17.listedDate,history.2025-04-17.removedDate,history.2025-04-17.daysOnMarket,history.2026-06-12.event,history.2026-06-12.price,history.2026-06-12.listingType,history.2026-06-12.listedDate,history.2026-06-12.removedDate,history.2026-06-12.daysOnMarket,history.2026-06-25.event,history.2026-06-25.price,history.2026-06-25.listingType,history.2026-06-25.listedDate,history.2026-06-25.removedDate,history.2026-06-25.daysOnMarket,history.2024-11-18.event,history.2024-11-18.price,history.2024-11-18.listingType,history.2024-11-18.listedDate,history.2024-11-18.removedDate,history.2024-11-18.daysOnMarket,history.2024-12-31.event,history.2024-12-31.price,history.2024-12-31.listingType,history.2024-12-31.listedDate,history.2024-12-31.removedDate,history.2024-12-31.daysOnMarket,history.2025-06-25.event,history.2025-06-25.price,history.2025-06-25.listingType,history.2025-06-25.listedDate,history.2025-06-25.removedDate,history.2025-06-25.daysOnMarket,history.2025-09-07.event,history.2025-09-07.price,history.2025-09-07.listingType,history.2025-09-07.listedDate,history.2025-09-07.removedDate,history.2025-09-07.daysOnMarket,history.2026-01-16.event,history.2026-01-16.price,history.2026-01-16.listingType,history.2026-01-16.listedDate,history.2026-01-16.removedDate,history.2026-01-16.daysOnMarket,history.2026-01-20.event,history.2026-01-20.price,history.2026-01-20.listingType,history.2026-01-20.listedDate,history.2026-01-20.removedDate,history.2026-01-20.daysOnMarket,history.2026-01-31.event,history.2026-01-31.price,history.2026-01-31.listingType,history.2026-01-31.listedDate,history.2026-01-31.removedDate,history.2026-01-31.daysOnMarket,history.2026-02-18.event,history.2026-02-18.price,history.2026-02-18.listingType,history.2026-02-18.listedDate,history.2026-02-18.removedDate,history.2026-02-18.daysOnMarket,history.2026-05-30.event,history.2026-05-30.price,history.2026-05-30.listingType,history.2026-05-30.listedDate,history.2026-05-30.removedDate,history.2026-05-30.daysOnMarket,history.2023-04-30.event,history.2023-04-30.price,history.2023-04-30.listingType,history.2023-04-30.listedDate,history.2023-04-30.removedDate,history.2023-04-30.daysOnMarket,history.2026-02-02.event,history.2026-02-02.price,history.2026-02-02.listingType,history.2026-02-02.listedDate,history.2026-02-02.removedDate,history.2026-02-02.daysOnMarket,history.2024-10-22.event,history.2024-10-22.price,history.2024-10-22.listingType,history.2024-10-22.listedDate,history.2024-10-22.removedDate,history.2024-10-22.daysOnMarket,history.2026-03-04.event,history.2026-03-04.price,history.2026-03-04.listingType,history.2026-03-04.listedDate,history.2026-03-04.removedDate,history.2026-03-04.daysOnMarket,history.2026-07-06.event,history.2026-07-06.price,history.2026-07-06.listingType,history.2026-07-06.listedDate,history.2026-07-06.removedDate,history.2026-07-06.daysOnMarket,history.2026-02-16.event,history.2026-02-16.price,history.2026-02-16.listingType,history.2026-02-16.listedDate,history.2026-02-16.removedDate,history.2026-02-16.daysOnMarket,history.2026-06-04.event,history.2026-06-04.price,history.2026-06-04.listingType,history.2026-06-04.listedDate,history.2026-06-04.removedDate,history.2026-06-04.daysOnMarket,history.2026-07-23.event,history.2026-07-23.price,history.2026-07-23.listingType,history.2026-07-23.listedDate,history.2026-07-23.removedDate,history.2026-07-23.daysOnMarket,history.2026-07-28.event,history.2026-07-28.price,history.2026-07-28.listingType,history.2026-07-28.listedDate,history.2026-07-28.removedDate,history.2026-07-28.daysOnMarket
"18447-Red-Willow-Way,-Land-O-Lakes,-FL-34638","18447 Red Willow Way, Land O Lakes, FL 34638",18447 Red Willow Way,,Land O Lakes,FL,12,34638,Pasco,101,28.301633,-82.51064,Single Family,3,2.0,2150.0,Active,2675,Standard,2026-08-03T00:00:00.000Z,,2020-12-12T01:03:52.073Z,2026-08-03T03:08:12.571Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,2675,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5641-Sheer-Bliss-Loop,-Land-O-Lakes,-FL-34639","5641 Sheer Bliss Loop, Land O Lakes, FL 34639",5641 Sheer Bliss Loop,,Land O Lakes,FL,12,34639,Pasco,101,28.239608,-82.442033,Single Family,4,2.0,1938.0,Active,2345,Standard,2026-08-03T00:00:00.000Z,,2026-07-31T00:00:00.000Z,2026-08-03T03:08:12.569Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,2345,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2330-Tioga-Dr,-Land-O-Lakes,-FL-34639","2330 Tioga Dr, Land O Lakes, FL 34639",2330 Tioga Dr,,Land O Lakes,FL,12,34639,Pasco,101,28.190896,-82.416006,Single Family,3,2.0,1448.0,Active,2295,Standard,2026-08-03T00:00:00.000Z,,2022-06-09T01:15:53.921Z,2026-08-03T03:08:12.568Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,2295,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17745-Ayrshire-Blvd,-Land-O-Lakes,-FL-34638","17745 Ayrshire Blvd, Land O Lakes, FL 34638",17745 Ayrshire Blvd,,Land O Lakes,FL,12,34638,Pasco,101,28.202116,-82.521777,Single Family,4,2.5,2539.0,Active,2795,Standard,2026-08-03T00:00:00.000Z,,2019-11-04T14:04:11.127Z,2026-08-03T03:08:12.565Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,2795,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,Rental Listing,2590.0,Standard,2025-07-25T00:00:00.000Z,2025-07-26T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,2795.0,Standard,2026-07-26T00:00:00.000Z,2026-07-27T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22744-Robins-Nest-Ct,-Land-O-Lakes,-FL-34639","22744 Robins Nest Ct, Land O Lakes, FL 34639",22744 Robins Nest Ct,,Land O Lakes,FL,12,34639,Pasco,101,28.214529,-82.439319,Single Family,4,3.0,2930.0,Active,3345,Standard,2026-08-03T00:00:00.000Z,,2020-07-17T03:35:37.422Z,2026-08-03T03:08:12.563Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,3345,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,3345.0,Standard,2026-07-26T00:00:00.000Z,2026-07-27T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4315-Marchmont-Blvd,-Land-O-Lakes,-FL-34638","4315 Marchmont Blvd, Land O Lakes, FL 34638",4315 Marchmont Blvd,,Land O Lakes,FL,12,34638,Pasco,101,28.22046,-82.496215,Single Family,3,2.0,1837.0,Active,2390,Standard,2026-08-03T00:00:00.000Z,,2020-05-30T02:51:26.540Z,2026-08-03T03:08:12.539Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,2390,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18025-Cypress-Bay-Pkwy,-Land-O-Lakes,-FL-34638","18025 Cypress Bay Pkwy, Land O Lakes, FL 34638",18025 Cypress Bay Pkwy,,Land O Lakes,FL,12,34638,Pasco,101,28.303555,-82.516462,Single Family,3,2.0,1484.0,Active,2150,Standard,2026-08-03T00:00:00.000Z,,2021-06-15T00:41:15.594Z,2026-08-03T03:08:12.539Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,2150,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4313-Longshore-Dr,-Land-O-Lakes,-FL-34639","4313 Longshore Dr, Land O Lakes, FL 34639",4313 Longshore Dr,,Land O Lakes,FL,12,34639,Pasco,101,28.219834,-82.4347,Single Family,3,2.0,1227.0,Active,1965,Standard,2026-08-03T00:00:00.000Z,,2021-02-20T01:52:15.962Z,2026-08-03T03:08:12.526Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,1965,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,4030.0,1995.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7108-Kendall-Heath-Way,-Land-O-Lakes,-FL-34637","7108 Kendall Heath Way, Land O Lakes, FL 34637",7108 Kendall Heath Way,,Land O Lakes,FL,12,34637,Pasco,101,28.260858,-82.452532,Single Family,4,2.0,1415.0,Active,2195,Standard,2026-08-03T00:00:00.000Z,,2026-06-18T00:00:00.000Z,2026-08-03T03:08:12.525Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,2195,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,2195.0,Standard,2026-06-18T00:00:00.000Z,2026-06-19T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7742-Citrus-Blossom-Dr,-Land-O-Lakes,-FL-34637","7742 Citrus Blossom Dr, Land O Lakes, FL 34637",7742 Citrus Blossom Dr,,Land O Lakes,FL,12,34637,Pasco,101,28.270541,-82.46746,Single Family,3,2.0,1359.0,Active,2115,Standard,2026-08-03T00:00:00.000Z,,2018-09-16T05:05:47.000Z,2026-08-03T03:08:12.522Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,2115,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4615-Winding-River-Way,-Land-O-Lakes,-FL-34639","4615 Winding River Way, Land O Lakes, FL 34639",4615 Winding River Way,,Land O Lakes,FL,12,34639,Pasco,101,28.221848,-82.386729,Condo,3,2.5,1536.0,Active,1855,Standard,2026-08-03T00:00:00.000Z,,2026-06-06T00:00:00.000Z,2026-08-03T03:08:12.488Z,1,Pasco,Land O Lakes,,,,,,,,,,,,,Rental Listing,1855,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
