id,formattedAddress,addressLine1,addressLine2,city,state,stateFips,zipCode,county,countyFips,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,meta_source_county,meta_source_city,history.2026-08-13.event,history.2026-08-13.price,history.2026-08-13.listingType,history.2026-08-13.listedDate,history.2026-08-13.removedDate,history.2026-08-13.daysOnMarket,history.2026-07-31.event,history.2026-07-31.price,history.2026-07-31.listingType,history.2026-07-31.listedDate,history.2026-07-31.removedDate,history.2026-07-31.daysOnMarket,lotSize,yearBuilt,hoa.fee,history.2025-06-03.event,history.2025-06-03.price,history.2025-06-03.listingType,history.2025-06-03.listedDate,history.2025-06-03.removedDate,history.2025-06-03.daysOnMarket,history.2025-06-01.event,history.2025-06-01.price,history.2025-06-01.listingType,history.2025-06-01.listedDate,history.2025-06-01.removedDate,history.2025-06-01.daysOnMarket,history.2025-07-25.event,history.2025-07-25.price,history.2025-07-25.listingType,history.2025-07-25.listedDate,history.2025-07-25.removedDate,history.2025-07-25.daysOnMarket,history.2025-07-17.event,history.2025-07-17.price,history.2025-07-17.listingType,history.2025-07-17.listedDate,history.2025-07-17.removedDate,history.2025-07-17.daysOnMarket,history.2025-08-03.event,history.2025-08-03.price,history.2025-08-03.listingType,history.2025-08-03.listedDate,history.2025-08-03.removedDate,history.2025-08-03.daysOnMarket,history.2026-07-16.event,history.2026-07-16.price,history.2026-07-16.listingType,history.2026-07-16.listedDate,history.2026-07-16.removedDate,history.2026-07-16.daysOnMarket,history.2026-07-21.event,history.2026-07-21.price,history.2026-07-21.listingType,history.2026-07-21.listedDate,history.2026-07-21.removedDate,history.2026-07-21.daysOnMarket,history.2025-12-04.event,history.2025-12-04.price,history.2025-12-04.listingType,history.2025-12-04.listedDate,history.2025-12-04.removedDate,history.2025-12-04.daysOnMarket,history.2026-06-18.event,history.2026-06-18.price,history.2026-06-18.listingType,history.2026-06-18.listedDate,history.2026-06-18.removedDate,history.2026-06-18.daysOnMarket,history.2026-07-26.event,history.2026-07-26.price,history.2026-07-26.listingType,history.2026-07-26.listedDate,history.2026-07-26.removedDate,history.2026-07-26.daysOnMarket,history.2024-10-17.event,history.2024-10-17.price,history.2024-10-17.listingType,history.2024-10-17.listedDate,history.2024-10-17.removedDate,history.2024-10-17.daysOnMarket,history.2024-10-25.event,history.2024-10-25.price,history.2024-10-25.listingType,history.2024-10-25.listedDate,history.2024-10-25.removedDate,history.2024-10-25.daysOnMarket,history.2025-04-22.event,history.2025-04-22.price,history.2025-04-22.listingType,history.2025-04-22.listedDate,history.2025-04-22.removedDate,history.2025-04-22.daysOnMarket,history.2025-06-19.event,history.2025-06-19.price,history.2025-06-19.listingType,history.2025-06-19.listedDate,history.2025-06-19.removedDate,history.2025-06-19.daysOnMarket,history.2026-08-04.event,history.2026-08-04.price,history.2026-08-04.listingType,history.2026-08-04.listedDate,history.2026-08-04.removedDate,history.2026-08-04.daysOnMarket,history.2026-04-20.event,history.2026-04-20.price,history.2026-04-20.listingType,history.2026-04-20.listedDate,history.2026-04-20.removedDate,history.2026-04-20.daysOnMarket,history.2026-05-15.event,history.2026-05-15.price,history.2026-05-15.listingType,history.2026-05-15.listedDate,history.2026-05-15.removedDate,history.2026-05-15.daysOnMarket,history.2026-06-03.event,history.2026-06-03.price,history.2026-06-03.listingType,history.2026-06-03.listedDate,history.2026-06-03.removedDate,history.2026-06-03.daysOnMarket,history.2026-06-08.event,history.2026-06-08.price,history.2026-06-08.listingType,history.2026-06-08.listedDate,history.2026-06-08.removedDate,history.2026-06-08.daysOnMarket,history.2026-06-14.event,history.2026-06-14.price,history.2026-06-14.listingType,history.2026-06-14.listedDate,history.2026-06-14.removedDate,history.2026-06-14.daysOnMarket,history.2026-05-22.event,history.2026-05-22.price,history.2026-05-22.listingType,history.2026-05-22.listedDate,history.2026-05-22.removedDate,history.2026-05-22.daysOnMarket,history.2026-07-30.event,history.2026-07-30.price,history.2026-07-30.listingType,history.2026-07-30.listedDate,history.2026-07-30.removedDate,history.2026-07-30.daysOnMarket,history.2025-06-05.event,history.2025-06-05.price,history.2025-06-05.listingType,history.2025-06-05.listedDate,history.2025-06-05.removedDate,history.2025-06-05.daysOnMarket,history.2025-08-30.event,history.2025-08-30.price,history.2025-08-30.listingType,history.2025-08-30.listedDate,history.2025-08-30.removedDate,history.2025-08-30.daysOnMarket,history.2024-10-01.event,history.2024-10-01.price,history.2024-10-01.listingType,history.2024-10-01.listedDate,history.2024-10-01.removedDate,history.2024-10-01.daysOnMarket,history.2026-07-05.event,history.2026-07-05.price,history.2026-07-05.listingType,history.2026-07-05.listedDate,history.2026-07-05.removedDate,history.2026-07-05.daysOnMarket,history.2025-01-02.event,history.2025-01-02.price,history.2025-01-02.listingType,history.2025-01-02.listedDate,history.2025-01-02.removedDate,history.2025-01-02.daysOnMarket,history.2025-12-10.event,history.2025-12-10.price,history.2025-12-10.listingType,history.2025-12-10.listedDate,history.2025-12-10.removedDate,history.2025-12-10.daysOnMarket,history.2025-05-30.event,history.2025-05-30.price,history.2025-05-30.listingType,history.2025-05-30.listedDate,history.2025-05-30.removedDate,history.2025-05-30.daysOnMarket,history.2025-11-19.event,history.2025-11-19.price,history.2025-11-19.listingType,history.2025-11-19.listedDate,history.2025-11-19.removedDate,history.2025-11-19.daysOnMarket,history.2025-03-25.event,history.2025-03-25.price,history.2025-03-25.listingType,history.2025-03-25.listedDate,history.2025-03-25.removedDate,history.2025-03-25.daysOnMarket,history.2025-07-12.event,history.2025-07-12.price,history.2025-07-12.listingType,history.2025-07-12.listedDate,history.2025-07-12.removedDate,history.2025-07-12.daysOnMarket,history.2025-10-04.event,history.2025-10-04.price,history.2025-10-04.listingType,history.2025-10-04.listedDate,history.2025-10-04.removedDate,history.2025-10-04.daysOnMarket,history.2025-11-05.event,history.2025-11-05.price,history.2025-11-05.listingType,history.2025-11-05.listedDate,history.2025-11-05.removedDate,history.2025-11-05.daysOnMarket,history.2025-12-20.event,history.2025-12-20.price,history.2025-12-20.listingType,history.2025-12-20.listedDate,history.2025-12-20.removedDate,history.2025-12-20.daysOnMarket,history.2026-01-07.event,history.2026-01-07.price,history.2026-01-07.listingType,history.2026-01-07.listedDate,history.2026-01-07.removedDate,history.2026-01-07.daysOnMarket,history.2026-02-08.event,history.2026-02-08.price,history.2026-02-08.listingType,history.2026-02-08.listedDate,history.2026-02-08.removedDate,history.2026-02-08.daysOnMarket,history.2026-02-27.event,history.2026-02-27.price,history.2026-02-27.listingType,history.2026-02-27.listedDate,history.2026-02-27.removedDate,history.2026-02-27.daysOnMarket,history.2026-03-14.event,history.2026-03-14.price,history.2026-03-14.listingType,history.2026-03-14.listedDate,history.2026-03-14.removedDate,history.2026-03-14.daysOnMarket,history.2026-04-04.event,history.2026-04-04.price,history.2026-04-04.listingType,history.2026-04-04.listedDate,history.2026-04-04.removedDate,history.2026-04-04.daysOnMarket,history.2025-06-12.event,history.2025-06-12.price,history.2025-06-12.listingType,history.2025-06-12.listedDate,history.2025-06-12.removedDate,history.2025-06-12.daysOnMarket,history.2024-11-11.event,history.2024-11-11.price,history.2024-11-11.listingType,history.2024-11-11.listedDate,history.2024-11-11.removedDate,history.2024-11-11.daysOnMarket,history.2024-12-19.event,history.2024-12-19.price,history.2024-12-19.listingType,history.2024-12-19.listedDate,history.2024-12-19.removedDate,history.2024-12-19.daysOnMarket,history.2024-09-23.event,history.2024-09-23.price,history.2024-09-23.listingType,history.2024-09-23.listedDate,history.2024-09-23.removedDate,history.2024-09-23.daysOnMarket,history.2025-05-03.event,history.2025-05-03.price,history.2025-05-03.listingType,history.2025-05-03.listedDate,history.2025-05-03.removedDate,history.2025-05-03.daysOnMarket,history.2025-06-23.event,history.2025-06-23.price,history.2025-06-23.listingType,history.2025-06-23.listedDate,history.2025-06-23.removedDate,history.2025-06-23.daysOnMarket,history.2024-10-11.event,history.2024-10-11.price,history.2024-10-11.listingType,history.2024-10-11.listedDate,history.2024-10-11.removedDate,history.2024-10-11.daysOnMarket,history.2024-10-23.event,history.2024-10-23.price,history.2024-10-23.listingType,history.2024-10-23.listedDate,history.2024-10-23.removedDate,history.2024-10-23.daysOnMarket,history.2024-08-26.event,history.2024-08-26.price,history.2024-08-26.listingType,history.2024-08-26.listedDate,history.2024-08-26.removedDate,history.2024-08-26.daysOnMarket,history.2026-03-27.event,history.2026-03-27.price,history.2026-03-27.listingType,history.2026-03-27.listedDate,history.2026-03-27.removedDate,history.2026-03-27.daysOnMarket,history.2026-06-10.event,history.2026-06-10.price,history.2026-06-10.listingType,history.2026-06-10.listedDate,history.2026-06-10.removedDate,history.2026-06-10.daysOnMarket,history.2025-06-11.event,history.2025-06-11.price,history.2025-06-11.listingType,history.2025-06-11.listedDate,history.2025-06-11.removedDate,history.2025-06-11.daysOnMarket,history.2025-07-27.event,history.2025-07-27.price,history.2025-07-27.listingType,history.2025-07-27.listedDate,history.2025-07-27.removedDate,history.2025-07-27.daysOnMarket,history.2026-08-03.event,history.2026-08-03.price,history.2026-08-03.listingType,history.2026-08-03.listedDate,history.2026-08-03.removedDate,history.2026-08-03.daysOnMarket,history.2026-05-29.event,history.2026-05-29.price,history.2026-05-29.listingType,history.2026-05-29.listedDate,history.2026-05-29.removedDate,history.2026-05-29.daysOnMarket,history.2026-06-26.event,history.2026-06-26.price,history.2026-06-26.listingType,history.2026-06-26.listedDate,history.2026-06-26.removedDate,history.2026-06-26.daysOnMarket,history.2026-06-16.event,history.2026-06-16.price,history.2026-06-16.listingType,history.2026-06-16.listedDate,history.2026-06-16.removedDate,history.2026-06-16.daysOnMarket,history.2025-05-27.event,history.2025-05-27.price,history.2025-05-27.listingType,history.2025-05-27.listedDate,history.2025-05-27.removedDate,history.2025-05-27.daysOnMarket,history.2025-07-02.event,history.2025-07-02.price,history.2025-07-02.listingType,history.2025-07-02.listedDate,history.2025-07-02.removedDate,history.2025-07-02.daysOnMarket,history.2026-02-22.event,history.2026-02-22.price,history.2026-02-22.listingType,history.2026-02-22.listedDate,history.2026-02-22.removedDate,history.2026-02-22.daysOnMarket,history.2026-04-03.event,history.2026-04-03.price,history.2026-04-03.listingType,history.2026-04-03.listedDate,history.2026-04-03.removedDate,history.2026-04-03.daysOnMarket,history.2026-05-24.event,history.2026-05-24.price,history.2026-05-24.listingType,history.2026-05-24.listedDate,history.2026-05-24.removedDate,history.2026-05-24.daysOnMarket,history.2025-03-31.event,history.2025-03-31.price,history.2025-03-31.listingType,history.2025-03-31.listedDate,history.2025-03-31.removedDate,history.2025-03-31.daysOnMarket,history.2026-03-03.event,history.2026-03-03.price,history.2026-03-03.listingType,history.2026-03-03.listedDate,history.2026-03-03.removedDate,history.2026-03-03.daysOnMarket,history.2026-03-26.event,history.2026-03-26.price,history.2026-03-26.listingType,history.2026-03-26.listedDate,history.2026-03-26.removedDate,history.2026-03-26.daysOnMarket,history.2026-04-09.event,history.2026-04-09.price,history.2026-04-09.listingType,history.2026-04-09.listedDate,history.2026-04-09.removedDate,history.2026-04-09.daysOnMarket,history.2026-05-23.event,history.2026-05-23.price,history.2026-05-23.listingType,history.2026-05-23.listedDate,history.2026-05-23.removedDate,history.2026-05-23.daysOnMarket,history.2026-05-31.event,history.2026-05-31.price,history.2026-05-31.listingType,history.2026-05-31.listedDate,history.2026-05-31.removedDate,history.2026-05-31.daysOnMarket,history.2026-03-31.event,history.2026-03-31.price,history.2026-03-31.listingType,history.2026-03-31.listedDate,history.2026-03-31.removedDate,history.2026-03-31.daysOnMarket,history.2026-04-15.event,history.2026-04-15.price,history.2026-04-15.listingType,history.2026-04-15.listedDate,history.2026-04-15.removedDate,history.2026-04-15.daysOnMarket,history.2026-01-20.event,history.2026-01-20.price,history.2026-01-20.listingType,history.2026-01-20.listedDate,history.2026-01-20.removedDate,history.2026-01-20.daysOnMarket,history.2026-02-10.event,history.2026-02-10.price,history.2026-02-10.listingType,history.2026-02-10.listedDate,history.2026-02-10.removedDate,history.2026-02-10.daysOnMarket,history.2026-03-06.event,history.2026-03-06.price,history.2026-03-06.listingType,history.2026-03-06.listedDate,history.2026-03-06.removedDate,history.2026-03-06.daysOnMarket,history.2026-04-28.event,history.2026-04-28.price,history.2026-04-28.listingType,history.2026-04-28.listedDate,history.2026-04-28.removedDate,history.2026-04-28.daysOnMarket,history.2025-07-14.event,history.2025-07-14.price,history.2025-07-14.listingType,history.2025-07-14.listedDate,history.2025-07-14.removedDate,history.2025-07-14.daysOnMarket,history.2025-08-02.event,history.2025-08-02.price,history.2025-08-02.listingType,history.2025-08-02.listedDate,history.2025-08-02.removedDate,history.2025-08-02.daysOnMarket,history.2026-02-12.event,history.2026-02-12.price,history.2026-02-12.listingType,history.2026-02-12.listedDate,history.2026-02-12.removedDate,history.2026-02-12.daysOnMarket,history.2026-07-18.event,history.2026-07-18.price,history.2026-07-18.listingType,history.2026-07-18.listedDate,history.2026-07-18.removedDate,history.2026-07-18.daysOnMarket
"20781-Monza-Loop,-Land-O-Lakes,-FL-34638","20781 Monza Loop, Land O Lakes, FL 34638",20781 Monza Loop,,Land O Lakes,FL,12,34638,Pasco,101,28.258096,-82.479214,Single Family,5,3.0,2615.0,Active,2999,Standard,2026-08-13T00:00:00.000Z,,2026-06-20T00:00:00.000Z,2026-08-13T02:43:34.441Z,1,Pasco,Land O Lakes,Rental Listing,2999,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,7841.0,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,3150.0,Standard,2026-07-16T00:00:00.000Z,2026-07-25T00:00:00.000Z,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17051-Lixberry-Way,-Land-O-Lakes,-FL-34638","17051 Lixberry Way, Land O Lakes, FL 34638",17051 Lixberry Way,,Land O Lakes,FL,12,34638,Pasco,101,28.208982,-82.533038,Single Family,4,2.5,1892.0,Active,2390,Standard,2026-08-13T00:00:00.000Z,,2019-07-09T21:02:03.431Z,2026-08-13T02:43:34.432Z,1,Pasco,Land O Lakes,Rental Listing,2390,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21027-Voyager-Blvd,-Apt-K8,-Land-O-Lakes,-FL-34638","21027 Voyager Blvd, Apt K8, Land O Lakes, FL 34638",21027 Voyager Blvd,Apt K8,Land O Lakes,FL,12,34638,Pasco,101,28.216344,-82.467837,Condo,2,1.0,800.0,Active,1325,Standard,2026-08-13T00:00:00.000Z,,2026-06-28T00:00:00.000Z,2026-08-13T02:43:34.430Z,1,Pasco,Land O Lakes,Rental Listing,1325,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1325.0,Standard,2026-07-21T00:00:00.000Z,2026-07-22T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17634-Terrazzo-Way,-Land-O-Lakes,-FL-34638","17634 Terrazzo Way, Land O Lakes, FL 34638",17634 Terrazzo Way,,Land O Lakes,FL,12,34638,Pasco,101,28.218118,-82.525136,Townhouse,3,2.0,1755.0,Active,2600,Standard,2026-08-13T00:00:00.000Z,,2026-07-23T00:00:00.000Z,2026-08-13T02:42:35.888Z,1,Pasco,Land O Lakes,Rental Listing,2600,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19408-Otters-Wick-Way,-Land-O-Lakes,-FL-34638","19408 Otters Wick Way, Land O Lakes, FL 34638",19408 Otters Wick Way,,Land O Lakes,FL,12,34638,Pasco,101,28.219469,-82.494875,Single Family,3,2.0,1598.0,Active,2245,Standard,2026-08-13T00:00:00.000Z,,2021-11-15T00:47:18.607Z,2026-08-13T02:42:35.886Z,1,Pasco,Land O Lakes,Rental Listing,2245,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,2070.0,Standard,2025-12-04T00:00:00.000Z,2025-12-05T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22721-Beltrees-Ct,-Land-O-Lakes,-FL-34639","22721 Beltrees Ct, Land O Lakes, FL 34639",22721 Beltrees Ct,,Land O Lakes,FL,12,34639,Pasco,101,28.225601,-82.440026,Single Family,3,2.0,2057.0,Active,2549,Standard,2026-08-13T00:00:00.000Z,,2022-08-05T04:07:17.610Z,2026-08-13T02:42:35.885Z,1,Pasco,Land O Lakes,Rental Listing,2549,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4315-Marchmont-Blvd,-Land-O-Lakes,-FL-34638","4315 Marchmont Blvd, Land O Lakes, FL 34638",4315 Marchmont Blvd,,Land O Lakes,FL,12,34638,Pasco,101,28.22046,-82.496215,Single Family,3,2.0,1837.0,Active,2270,Standard,2026-08-13T00:00:00.000Z,,2020-05-30T02:51:26.540Z,2026-08-13T02:42:35.882Z,1,Pasco,Land O Lakes,Rental Listing,2270,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4313-Longshore-Dr,-Land-O-Lakes,-FL-34639","4313 Longshore Dr, Land O Lakes, FL 34639",4313 Longshore Dr,,Land O Lakes,FL,12,34639,Pasco,101,28.219834,-82.4347,Single Family,3,2.0,1227.0,Active,1965,Standard,2026-08-13T00:00:00.000Z,,2021-02-20T01:52:15.962Z,2026-08-13T02:42:35.881Z,1,Pasco,Land O Lakes,Rental Listing,1965,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,4030.0,1995.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7108-Kendall-Heath-Way,-Land-O-Lakes,-FL-34637","7108 Kendall Heath Way, Land O Lakes, FL 34637",7108 Kendall Heath Way,,Land O Lakes,FL,12,34637,Pasco,101,28.260858,-82.452532,Single Family,4,2.0,1415.0,Active,2130,Standard,2026-08-13T00:00:00.000Z,,2026-06-18T00:00:00.000Z,2026-08-13T02:42:35.876Z,1,Pasco,Land O Lakes,Rental Listing,2130,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,2195.0,Standard,2026-06-18T00:00:00.000Z,2026-06-19T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19608-Timberbluff-Dr,-Land-O-Lakes,-FL-34638","19608 Timberbluff Dr, Land O Lakes, FL 34638",19608 Timberbluff Dr,,Land O Lakes,FL,12,34638,Pasco,101,28.290322,-82.499082,Single Family,5,3.0,2657.0,Active,2895,Standard,2026-08-13T00:00:00.000Z,,2023-07-19T00:00:00.000Z,2026-08-13T02:42:35.865Z,1,Pasco,Land O Lakes,Rental Listing,2895,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
